sampleID,sex,sample_type,weight,optic_disk_morphology,time_dark_side,cataract
K81949,male,control,21.61,normal,173.5,absent
K32280,male,control,21.62,normal,118.5,absent
K43487,male,control,21.64,normal,198.6,absent
K28652,male,control,21.67,normal,106.7,absent
K89481,male,control,21.67,normal,145.2,absent
K68745,male,control,21.69,normal,198.3,absent
K57468,male,control,21.7,normal,200.5,absent
K7797,male,control,21.73,normal,176.7,absent
K99449,male,control,21.74,normal,114.9,absent
C6913,male,control,21.74,normal,161.1,absent
K17433,male,control,21.74,normal,176.9,absent
K89482,male,control,21.76,normal,142.2,absent
K68029,male,control,21.76,normal,204.3,absent
K78186,male,control,21.8,normal,116.8,absent
K17431,male,control,21.8,normal,161.9,absent
K16278,male,control,21.87,normal,112.3,absent
K63309,male,control,21.87,normal,190.3,absent
K41033,male,control,21.93,normal,119.5,absent
K49508,male,control,21.93,normal,182.1,absent
XL01753,male,control,21.93,normal,218.0,absent
K11415,male,control,22.0,normal,254.9,absent
A10550,male,control,22.02,normal,94.6,absent
K45804,male,control,22.03,normal,133.4,absent
K32283,male,control,22.04,normal,172.4,absent
K2006,male,control,22.08,normal,117.0,absent
X19508,male,control,22.1,normal,136.6,absent
K86599,male,control,22.1,normal,153.3,absent
K5393,male,control,22.14,normal,194.6,absent
K17430,male,control,22.18,normal,189.5,absent
K26929,male,control,22.18,normal,233.8,absent
K88233,male,control,22.19,normal,168.6,absent
J43550,male,control,22.19,normal,169.9,absent
C9455,male,control,22.2,normal,163.4,absent
K87952,male,control,22.23,normal,157.7,absent
K80538,male,control,22.24,normal,152.2,absent
K65447,male,control,22.24,normal,180.6,absent
K83235,male,control,22.25,normal,156.2,absent
K42416,male,control,22.26,normal,131.0,absent
K56270,male,control,22.27,normal,159.3,absent
K34817,male,control,22.28,normal,137.7,absent
K26925,male,control,22.28,normal,186.2,absent
K1506,male,control,22.29,normal,153.5,absent
R96399,male,control,22.29,normal,120.6,present
K101078,male,control,22.3,normal,171.4,absent
K94310,male,control,22.31,normal,184.8,absent
K95284,male,control,22.34,normal,144.5,absent
K44275,male,control,22.35,normal,190.6,absent
K81868,male,control,22.35,normal,210.6,absent
C7711,male,control,22.36,normal,150.3,absent
XL01591,male,control,22.39,normal,162.7,absent
J43592,male,control,22.43,normal,142.1,absent
J33495,male,control,22.46,normal,226.5,absent
X9134,male,control,22.47,normal,75.5,absent
K87951,male,control,22.47,normal,137.2,absent
K50711,male,control,22.47,normal,200.5,absent
K40103,male,control,22.49,normal,134.9,absent
X17181,male,control,22.49,normal,153.1,absent
K38258,male,control,22.5,normal,114.7,absent
K101081,male,control,22.5,normal,146.6,absent
K17432,male,control,22.5,normal,148.6,absent
K3858,male,control,22.51,normal,234.8,absent
K91783,male,control,22.54,normal,106.7,absent
J72528,male,control,22.58,normal,166.9,present
K42417,male,control,22.59,normal,95.2,absent
K41029,male,control,22.59,normal,108.7,absent
K38257,male,control,22.6,normal,137.6,absent
K33610,male,control,22.62,normal,151.4,absent
J44376,male,control,22.62,normal,225.5,absent
K15453,male,control,22.63,normal,85.6,absent
K66475,male,control,22.63,normal,136.3,absent
K81982,male,control,22.63,normal,160.5,absent
K83234,male,control,22.67,normal,199.1,absent
K77282,male,control,22.69,normal,173.3,absent
K17429,male,control,22.7,normal,138.5,absent
K33612,male,control,22.7,normal,163.8,absent
C8071,male,control,22.71,normal,163.6,absent
K81066,male,control,22.71,normal,164.3,absent
K54659,male,control,22.71,normal,193.1,absent
K77279,male,control,22.73,normal,134.3,absent
K50715,male,control,22.73,normal,166.1,absent
K15457,male,control,22.74,normal,196.4,absent
K21283,male,control,22.75,normal,135.7,absent
K22143,male,control,22.75,normal,183.1,absent
J54606,male,control,22.77,normal,153.0,absent
K68744,male,control,22.77,normal,162.1,absent
K11412,male,control,22.77,normal,164.9,absent
K92860,male,control,22.78,normal,120.2,absent
A16191,male,control,22.78,normal,129.2,absent
K89483,male,control,22.8,normal,140.9,absent
K98169,male,control,22.81,normal,93.4,absent
XL01756,male,control,22.81,normal,123.3,absent
K1504,male,control,22.81,normal,185.9,absent
K28003,male,control,22.82,normal,167.7,absent
C9218,male,control,22.86,normal,169.1,absent
J69872,male,control,22.86,normal,174.0,absent
K33608,male,control,22.87,normal,120.4,absent
K8015,male,control,22.87,normal,182.7,absent
K36886,male,control,22.87,normal,186.5,absent
K68031,male,control,22.87,normal,209.4,absent
C8067,male,control,22.88,normal,103.0,absent
K92858,male,control,22.89,normal,101.3,absent
K29856,male,control,22.89,normal,150.0,absent
K54660,male,control,22.89,normal,180.3,absent
K68741,male,control,22.9,normal,252.4,absent
C10063,male,control,22.91,normal,157.1,absent
J24158,male,control,22.92,normal,147.5,absent
K77283,male,control,22.94,normal,143.8,absent
K36888,male,control,22.95,normal,204.9,absent
K33611,male,control,22.97,normal,102.6,absent
K3857,male,control,22.97,normal,126.7,absent
K26928,male,control,22.97,normal,148.8,absent
K63307,male,control,22.99,normal,192.1,absent
K34819,male,control,23.01,normal,149.4,absent
K56267,male,control,23.01,normal,185.7,absent
K15456,male,control,23.01,normal,204.3,absent
K57819,male,control,23.03,normal,237.9,absent
K20171,male,control,23.04,normal,93.2,absent
K19409,male,control,23.04,normal,122.6,absent
K97606,male,control,23.07,normal,145.7,absent
K94306,male,control,23.08,normal,179.9,absent
K33609,male,control,23.09,normal,126.3,absent
K81067,male,control,23.1,normal,163.8,absent
K80540,male,control,23.11,normal,137.6,absent
C8405,male,control,23.13,normal,214.5,absent
XL01757,male,control,23.14,normal,117.6,absent
K83236,male,control,23.16,normal,161.4,absent
J2664,male,control,23.16,normal,162.3,absent
J42439,male,control,23.16,normal,195.8,absent
K66476,male,control,23.17,normal,145.9,absent
C7765,male,control,23.18,normal,239.5,absent
K42414,male,control,23.19,normal,113.7,absent
K41032,male,control,23.2,normal,83.7,absent
C8070,male,control,23.22,normal,79.4,absent
J34552,male,control,23.23,normal,150.7,absent
C5820,male,control,23.23,normal,236.1,absent
K81878,male,control,23.24,normal,134.3,absent
K31210,male,control,23.24,normal,153.1,absent
K21285,male,control,23.25,normal,154.9,absent
J44380,male,control,23.25,normal,190.3,absent
K81068,male,control,23.26,normal,184.8,absent
C5166,male,control,23.26,normal,221.2,absent
K87948,male,control,23.27,normal,114.1,absent
XL01647,male,control,23.27,normal,157.8,absent
J36545,male,control,23.28,normal,113.6,absent
K13725,male,control,23.3,normal,99.8,absent
C7954,male,control,23.3,normal,141.3,absent
J14656,male,control,23.31,normal,185.4,absent
K48338,male,control,23.34,normal,160.4,absent
K71513,male,control,23.36,normal,158.5,absent
K81866,male,control,23.37,normal,235.1,absent
X6382,male,control,23.4,normal,140.1,absent
C5322,male,control,23.41,normal,131.9,absent
K81867,male,control,23.41,normal,184.7,absent
K7793,male,control,23.41,normal,234.6,absent
K51280,male,control,23.45,normal,182.9,absent
K23157,male,control,23.45,normal,199.0,absent
K68032,male,control,23.46,normal,141.0,absent
K50712,male,control,23.46,normal,182.4,absent
C6825,male,control,23.46,normal,200.8,absent
K50714,male,control,23.47,normal,158.2,absent
K96334,male,control,23.49,normal,125.3,absent
K64221,male,control,23.49,normal,161.7,absent
J54604,male,control,23.49,normal,191.4,absent
K63311,male,control,23.51,normal,150.2,absent
C7763,male,control,23.51,normal,167.2,absent
K81946,male,control,23.51,normal,230.7,absent
C5952,male,control,23.52,normal,126.9,absent
K43489,male,control,23.52,normal,127.7,absent
R77864,male,control,23.53,normal,155.1,absent
K20168,male,control,23.54,normal,190.9,absent
K26926,male,control,23.54,normal,203.1,absent
J5211,male,control,23.56,normal,165.9,absent
C7714,male,control,23.56,normal,187.2,absent
J13715,male,control,23.58,normal,154.9,absent
K45806,male,control,23.58,normal,206.2,absent
K95288,male,control,23.59,normal,108.5,absent
K16675,male,control,23.6,normal,184.6,absent
J43594,male,control,23.61,normal,96.9,absent
C8068,male,control,23.61,normal,103.8,absent
C9075,male,control,23.61,normal,118.8,absent
A16193,male,control,23.61,normal,148.0,absent
C9071,male,control,23.62,normal,182.7,absent
K83418,male,control,23.63,normal,114.8,absent
K81874,male,control,23.66,normal,132.0,absent
20120522M-4,male,control,23.67,normal,204.8,absent
J34550,male,control,23.68,normal,141.4,absent
X9136,male,control,23.69,normal,133.5,absent
K81870,male,control,23.69,normal,160.1,absent
K31209,male,control,23.69,normal,180.4,absent
C10064,male,control,23.69,normal,189.4,absent
K10408,male,control,23.7,normal,163.2,absent
K70489,male,control,23.71,normal,188.0,absent
K92857,male,control,23.72,normal,87.4,absent
K2003,male,control,23.73,normal,184.1,absent
K17455,male,control,23.73,normal,198.4,absent
K41030,male,control,23.74,normal,189.3,absent
X11459,male,control,23.74,normal,201.1,absent
C2150,male,control,23.75,normal,153.5,absent
K83417,male,control,23.75,normal,167.3,absent
XL01592,male,control,23.76,normal,173.5,absent
C7570,male,control,23.77,normal,144.6,absent
K75109,male,control,23.79,normal,133.8,absent
C9215,male,control,23.8,normal,159.3,absent
C5319,male,control,23.8,normal,273.2,absent
K78185,male,control,23.81,normal,130.8,absent
J19686,male,control,23.82,normal,167.1,absent
K82729,male,control,23.82,normal,171.9,absent
C10232,male,control,23.83,normal,129.3,absent
C11167,male,control,23.83,normal,195.0,absent
K2007,male,control,23.85,normal,190.3,absent
J44379,male,control,23.87,normal,170.8,absent
J39521,male,control,23.88,normal,204.1,absent
K99256,male,control,23.89,normal,133.6,absent
C7567,male,control,23.91,normal,129.3,absent
K66478,male,control,23.91,normal,131.6,absent
K3117,male,control,23.92,normal,159.5,absent
K101080,male,control,23.92,normal,187.2,absent
K32281,male,control,23.94,normal,141.0,absent
J13702,male,control,23.95,normal,169.0,absent
K78187,male,control,23.95,normal,176.6,absent
C7955,male,control,23.95,normal,183.8,absent
J18302,male,control,23.95,normal,205.5,absent
K94309,male,control,23.96,normal,143.7,absent
K54662,male,control,23.96,normal,211.6,absent
K59173,male,control,23.96,normal,236.8,absent
C11400,male,control,23.97,normal,193.0,absent
K50713,male,control,23.99,normal,267.9,absent
K24551,male,control,24.01,normal,191.6,absent
C7952,male,control,24.02,normal,160.1,absent
XL01754,male,control,24.02,normal,175.8,absent
C11443,male,control,24.02,normal,177.0,absent
C5058,male,control,24.04,normal,109.3,absent
C11442,male,control,24.05,normal,198.7,absent
J33372,male,control,24.07,normal,170.1,absent
XL0006,male,control,24.07,normal,193.7,absent
K3920,male,control,24.08,normal,145.0,absent
K40107,male,control,24.08,normal,206.5,absent
K96335,male,control,24.11,normal,146.4,absent
20120522M-5,male,control,24.11,normal,167.9,absent
K57822,male,control,24.12,normal,187.3,absent
C10955,male,control,24.12,normal,232.6,absent
C7568,male,control,24.14,normal,183.7,absent
K15454,male,control,24.14,normal,193.4,absent
C11441,male,control,24.15,normal,169.0,absent
A10546,male,control,24.17,normal,155.2,absent
K63310,male,control,24.17,normal,203.8,absent
K10404,male,control,24.18,normal,126.2,absent
K81945,male,control,24.19,normal,194.3,absent
X7786,male,control,24.2,normal,126.0,absent
K91785,male,control,24.2,normal,130.1,absent
K68743,male,control,24.2,normal,156.8,absent
K11411,male,control,24.2,normal,250.2,absent
C10230,male,control,24.21,normal,173.8,absent
K53193,male,control,24.21,normal,217.1,absent
K43488,male,control,24.22,normal,158.3,absent
K21281,male,control,24.22,normal,209.3,absent
K75111,male,control,24.23,normal,203.1,absent
K73954,male,control,24.26,normal,119.1,absent
J38016,male,control,24.26,normal,252.5,absent
J41093,male,control,24.27,normal,214.9,absent
K10531,male,control,24.28,normal,141.4,absent
K43490,male,control,24.28,normal,158.7,absent
K57820,male,control,24.28,normal,188.3,absent
R85730,male,control,24.28,normal,193.2,absent
K25720,male,control,24.29,normal,219.9,absent
C11440,male,control,24.3,normal,180.4,absent
C9216,male,control,24.3,normal,238.2,absent
J31986,male,control,24.31,normal,119.6,absent
K44276,male,control,24.33,normal,192.1,absent
J25400,male,control,24.33,normal,198.8,absent
20120816M-1,male,control,24.34,normal,128.4,absent
K45805,male,control,24.35,normal,175.4,absent
K48335,male,control,24.36,normal,211.4,absent
K18205,male,control,24.37,normal,132.3,absent
K71512,male,control,24.38,normal,173.5,absent
K51283,male,control,24.39,normal,124.9,absent
C9072,male,control,24.39,normal,143.2,absent
K17454,male,control,24.39,normal,153.0,absent
K95287,male,control,24.39,normal,252.1,absent
K19412,male,control,24.4,normal,111.1,absent
K10530,male,control,24.4,normal,182.3,absent
K81876,male,control,24.41,normal,126.9,absent
X39812,male,control,24.41,normal,137.5,absent
K101079,male,control,24.41,normal,159.6,absent
K81065,male,control,24.42,normal,181.0,absent
K29855,male,control,24.42,normal,215.3,absent
A36458,male,control,24.43,normal,127.0,absent
K57467,male,control,24.43,normal,143.8,absent
J33373,male,control,24.43,normal,181.6,absent
C6823,male,control,24.45,normal,155.2,absent
K18206,male,control,24.46,normal,147.3,absent
K38261,male,control,24.47,normal,92.3,absent
20120816M-3,male,control,24.47,normal,149.3,absent
K5250,male,control,24.47,normal,268.3,absent
20120522M-1,male,control,24.49,normal,222.9,absent
K21282,male,control,24.51,normal,211.1,absent
C11403,male,control,24.52,normal,174.9,absent
K8018,male,control,24.52,normal,195.5,absent
K16679,male,control,24.52,normal,206.0,absent
A15499,male,control,24.52,normal,222.0,absent
K65446,male,control,24.54,normal,211.1,absent
K96333,male,control,24.56,normal,109.0,absent
K22145,male,control,24.56,normal,127.7,absent
J3398,male,control,24.56,normal,147.6,absent
K64223,male,control,24.57,normal,269.2,absent
X83484,male,control,24.58,normal,144.3,absent
K3856,male,control,24.58,normal,263.5,absent
J24157,male,control,24.59,normal,122.0,absent
J14657,male,control,24.59,normal,213.3,absent
J68768,male,control,24.59,abnormal,150.2,present
K92859,male,control,24.6,normal,146.2,absent
K13723,male,control,24.61,normal,133.7,absent
K92861,male,control,24.61,normal,146.8,absent
C7712,male,control,24.62,normal,141.2,absent
C2149,male,control,24.62,normal,155.8,absent
C6826,male,control,24.62,normal,191.2,absent
J24160,male,control,24.63,normal,3.7,absent
K81869,male,control,24.63,normal,197.9,absent
C11466,male,control,24.63,normal,202.6,absent
J14653,male,control,24.64,normal,198.2,absent
K94308,male,control,24.65,normal,112.2,absent
K426,male,control,24.65,normal,153.0,absent
A16190,male,control,24.66,normal,166.3,absent
K10406,male,control,24.66,normal,197.6,absent
K13814,male,control,24.67,normal,119.7,absent
J15386,male,control,24.67,normal,124.1,absent
K54658,male,control,24.68,normal,166.1,absent
C9074,male,control,24.68,normal,190.6,absent
C11465,male,control,24.69,normal,228.9,absent
C3562,male,control,24.7,normal,226.0,absent
J62807,male,control,24.72,normal,137.5,absent
C9457,male,control,24.72,normal,203.4,absent
J38014,male,control,24.73,normal,159.1,absent
K32282,male,control,24.74,normal,128.1,absent
J22925,male,control,24.75,normal,192.2,absent
K28655,male,control,24.76,normal,143.7,absent
K94307,male,control,24.77,normal,151.8,absent
K61076,male,control,24.77,normal,216.7,absent
K8019,male,control,24.78,normal,146.5,absent
X10,male,control,24.78,normal,160.7,absent
K68028,male,control,24.78,normal,166.8,absent
J14654,male,control,24.78,normal,202.6,absent
K3859,male,control,24.78,normal,213.0,absent
C8985,male,control,24.79,normal,140.2,absent
K61074,male,control,24.79,normal,172.1,absent
K78188,male,control,24.8,normal,164.9,absent
K19411,male,control,24.8,normal,173.4,absent
K16678,male,control,24.81,normal,120.8,absent
K40105,male,control,24.81,normal,129.5,absent
C5234,male,control,24.81,normal,136.5,absent
K51281,male,control,24.81,normal,158.8,absent
XL0009,male,control,24.82,normal,64.4,absent
K100425,male,control,24.82,normal,127.8,absent
K73957,male,control,24.83,normal,157.9,absent
J39520,male,control,24.84,normal,165.4,absent
K80539,male,control,24.84,normal,186.4,absent
K40104,male,control,24.85,normal,122.6,absent
J43595,male,control,24.85,normal,169.6,absent
J92310,male,control,24.86,normal,118.0,absent
K3919,male,control,24.86,normal,149.3,absent
C5237,male,control,24.87,normal,137.5,absent
K28006,male,control,24.87,normal,147.6,absent
K7795,male,control,24.87,normal,187.9,absent
J73725,male,control,24.88,normal,128.3,absent
J96045,male,control,24.88,normal,125.3,present
J25407,male,control,24.89,normal,137.7,absent
J33376,male,control,24.89,normal,174.7,absent
K19410,male,control,24.89,normal,177.3,absent
J38015,male,control,24.89,normal,259.3,absent
J21210,male,control,24.9,normal,86.1,absent
J28370,male,control,24.9,normal,151.7,absent
K10529,male,control,24.9,normal,170.8,absent
J36544,male,control,24.9,normal,178.6,absent
K15455,male,control,24.91,normal,141.0,absent
J68766,male,control,24.92,normal,175.1,absent
J25398,male,control,24.93,normal,128.8,absent
J16821,male,control,24.93,normal,148.4,absent
J37932,male,control,24.93,normal,157.0,absent
K96332,male,control,24.93,normal,170.5,absent
XL01561,male,control,24.93,normal,184.9,absent
C11477,male,control,24.93,normal,197.0,absent
K44277,male,control,24.94,normal,165.8,absent
C5821,male,control,24.94,normal,170.9,absent
K18207,male,control,24.94,normal,193.5,absent
K61075,male,control,24.95,normal,194.0,absent
K93424,male,control,24.95,normal,213.0,absent
J34551,male,control,24.96,normal,83.3,absent
X89205,male,control,24.97,normal,110.6,absent
201230816M-4,male,control,24.97,normal,178.9,absent
K61077,male,control,24.97,normal,182.1,absent
J44377,male,control,24.97,normal,251.6,absent
K8060,male,control,24.98,normal,98.0,absent
K53196,male,control,24.98,normal,187.3,absent
K3917,male,control,24.98,normal,239.3,absent
K64222,male,control,25.0,normal,163.6,absent
K17458,male,control,25.0,normal,190.7,absent
K59172,male,control,25.0,normal,208.5,absent
A10855,male,control,25.0,normal,218.8,absent
K16677,male,control,25.01,normal,206.2,absent
J41094,male,control,25.01,normal,207.2,absent
X15904,male,control,25.03,normal,116.1,absent
K424,male,control,25.04,normal,174.2,absent
K3860,male,control,25.04,normal,191.6,absent
J76726,male,control,25.06,normal,175.7,absent
K6949,male,control,25.06,normal,203.4,absent
K11413,male,control,25.06,normal,214.6,absent
C7713,male,control,25.07,normal,130.6,absent
J3399,male,control,25.08,normal,145.0,absent
K3116,male,control,25.08,normal,175.3,absent
X9135,male,control,25.09,normal,134.0,absent
C11439,male,control,25.09,normal,142.2,absent
C8506,male,control,25.09,normal,156.8,absent
C7710,male,control,25.09,normal,216.2,absent
K64220,male,control,25.1,normal,211.2,absent
K80537,male,control,25.12,normal,166.3,absent
K59174,male,control,25.12,normal,171.0,absent
K31212,male,control,25.12,normal,208.4,absent
K73956,male,control,25.13,normal,43.6,absent
J84976,male,control,25.14,normal,175.4,absent
K49509,male,control,25.14,normal,203.6,absent
K32279,male,control,25.15,normal,146.7,absent
J42485,male,control,25.16,normal,97.1,absent
C10621,male,control,25.16,normal,190.3,absent
J43553,male,control,25.17,normal,181.1,absent
J95023,male,control,25.18,normal,138.2,absent
J92309,male,control,25.19,normal,168.3,absent
J28366,male,control,25.2,normal,173.9,absent
K98168,male,control,25.2,normal,192.8,absent
X6384,male,control,25.22,normal,74.4,absent
J25410,male,control,25.22,normal,124.9,absent
J6991,male,control,25.23,normal,132.1,absent
J28178,male,control,25.24,normal,181.8,absent
K427,male,control,25.24,normal,193.2,absent
K29854,male,control,25.24,normal,202.6,absent
J46602,male,control,25.24,normal,203.2,absent
C10067,male,control,25.25,normal,177.9,absent
K28004,male,control,25.25,normal,232.3,absent
J72625,male,control,25.26,normal,134.8,absent
K1507,male,control,25.26,normal,144.8,absent
J54608,male,control,25.26,normal,159.5,absent
K40106,male,control,25.26,normal,168.0,absent
C9459,male,control,25.27,normal,176.1,absent
A10857,male,control,25.28,normal,214.6,absent
K29858,male,control,25.29,normal,156.1,absent
J78116,male,control,25.29,normal,187.6,absent
C5235,male,control,25.29,normal,242.4,absent
C2953,male,control,25.29,normal,252.9,absent
K3918,male,control,25.3,normal,102.9,absent
20120802M-3,male,control,25.3,normal,205.1,absent
J82966,male,control,25.3,normal,207.7,absent
20120809M-4,male,control,25.3,normal,263.2,absent
J11643,male,control,25.31,normal,249.1,absent
K97602,male,control,25.35,normal,104.0,absent
K78184,male,control,25.35,normal,156.9,absent
C5321,male,control,25.35,normal,189.0,absent
K7806,male,control,25.35,normal,209.3,absent
J96046,male,control,25.36,normal,126.8,absent
J26956,male,control,25.37,normal,287.3,absent
C8507,male,control,25.38,normal,123.3,absent
K23158,male,control,25.38,normal,182.3,absent
J9681,male,control,25.38,normal,186.1,absent
X7784,male,control,25.39,normal,97.8,absent
X2386,male,control,25.39,normal,149.1,absent
J42436,male,control,25.39,normal,159.6,absent
C8989,male,control,25.41,normal,102.3,absent
X69048,male,control,25.41,normal,110.2,absent
K22142,male,control,25.41,normal,226.8,absent
J43591,male,control,25.42,normal,65.1,absent
R83982,male,control,25.43,normal,120.7,absent
K6946,male,control,25.43,normal,145.9,absent
X79314,male,control,25.43,normal,182.2,absent
K57823,male,control,25.43,normal,185.8,absent
A10853,male,control,25.43,normal,201.4,absent
K17456,male,control,25.45,normal,169.1,absent
K8016,male,control,25.45,normal,194.6,absent
K31208,male,control,25.45,normal,200.2,absent
J15388,male,control,25.47,normal,109.2,absent
J41095,male,control,25.47,normal,206.6,absent
J2660,male,control,25.48,normal,149.7,absent
K20170,male,control,25.48,normal,176.2,absent
J43593,male,control,25.48,normal,188.3,absent
C7764,male,control,25.49,normal,141.7,absent
X84475,male,control,25.5,normal,153.5,absent
X47619,male,control,25.51,normal,108.7,absent
C5320,male,control,25.51,normal,191.8,absent
A10549,male,control,25.51,normal,216.3,absent
J26953,male,control,25.52,normal,174.9,absent
K3126,male,control,25.53,normal,122.1,absent
C4832,male,control,25.53,normal,149.3,absent
K76404,male,control,25.53,normal,176.2,absent
A15500,male,control,25.53,normal,183.4,absent
K5248,male,control,25.53,normal,211.0,absent
K64224,male,control,25.54,abnormal,183.0,absent
X21178,male,control,25.55,normal,117.2,absent
C9711,male,control,25.55,normal,174.8,absent
C10229,male,control,25.55,normal,175.3,absent
C10620,male,control,25.55,normal,228.9,absent
C5818,male,control,25.57,normal,233.3,absent
J75482,male,control,25.58,normal,120.9,present
C10834,male,control,25.59,normal,139.4,absent
K73953,male,control,25.61,normal,160.1,absent
J72623,male,control,25.62,normal,191.1,absent
X7,male,control,25.63,normal,129.6,absent
K49511,male,control,25.63,normal,134.9,absent
C5817,male,control,25.63,normal,213.7,absent
K68742,male,control,25.64,normal,169.7,absent
K41031,male,control,25.64,normal,243.3,absent
J36556,male,control,25.66,normal,96.2,absent
C8987,male,control,25.66,normal,145.3,absent
C11401,male,control,25.67,normal,172.4,absent
C9456,male,control,25.67,normal,176.9,absent
J33493,male,control,25.68,normal,144.7,absent
K99258,male,control,25.69,normal,156.5,absent
K95285,male,control,25.69,normal,186.3,absent
K3123,male,control,25.7,normal,105.9,absent
J36557,male,control,25.7,normal,135.9,absent
J9679,male,control,25.7,normal,204.3,absent
J2661,male,control,25.7,normal,210.2,absent
J42438,male,control,25.71,normal,3.7,absent
J24159,male,control,25.71,normal,126.3,absent
J92307,male,control,25.71,normal,138.3,absent
R56535,male,control,25.72,normal,109.0,absent
K13722,male,control,25.72,normal,154.9,absent
C6910,male,control,25.72,normal,231.1,absent
C11399,male,control,25.73,normal,147.7,absent
K16276,male,control,25.73,normal,195.5,absent
C2152,male,control,25.73,normal,272.0,present
J3402,male,control,25.74,normal,129.3,absent
X61129,male,control,25.74,normal,213.3,absent
X41910,male,control,25.75,normal,163.0,absent
20120515M-19,male,control,25.75,normal,206.6,absent
C5819,male,control,25.76,normal,184.0,absent
R96400,male,control,25.76,normal,188.5,absent
K13812,male,control,25.77,normal,45.1,absent
J21183,male,control,25.77,normal,151.5,absent
A16192,male,control,25.77,normal,182.7,absent
X9137,male,control,25.78,normal,127.2,absent
XL01562,male,control,25.78,normal,185.0,absent
C10957,male,control,25.78,normal,186.6,absent
J3400,male,control,25.78,normal,209.8,absent
K96331,male,control,25.79,normal,136.7,absent
J43549,male,control,25.79,normal,175.2,absent
J79622,male,control,25.79,normal,173.1,present
J53437,male,control,25.81,normal,162.6,absent
C6365,male,control,25.81,normal,163.6,absent
K1505,male,control,25.81,normal,177.6,absent
C3145,male,control,25.82,normal,140.9,absent
K29857,male,control,25.82,normal,182.0,absent
C10837,male,control,25.83,normal,203.0,absent
R21023,male,control,25.84,normal,161.8,absent
C10622,male,control,25.84,normal,169.8,absent
J8784,male,control,25.84,normal,240.1,absent
X55993,male,control,25.85,normal,96.2,absent
K70491,male,control,25.86,normal,153.7,absent
C9219,male,control,25.87,normal,159.2,absent
J42437,male,control,25.87,normal,182.2,absent
K3125,male,control,25.88,normal,123.9,absent
XL01648,male,control,25.88,normal,177.2,absent
C11164,male,control,25.88,normal,192.5,absent
J18301,male,control,25.88,normal,219.9,absent
C9712,male,control,25.89,normal,111.9,absent
X2385,male,control,25.89,normal,164.8,absent
K16277,male,control,25.89,normal,210.8,absent
K8017,male,control,25.9,normal,160.6,absent
A14395,male,control,25.9,normal,169.2,absent
C8988,male,control,25.9,normal,183.4,absent
X66858,male,control,25.9,normal,187.1,absent
K13721,male,control,25.9,normal,208.1,absent
J3401,male,control,25.91,normal,151.6,absent
C8986,male,control,25.91,normal,173.7,absent
C5054,male,control,25.91,normal,190.2,absent
J40221,male,control,25.91,normal,214.1,absent
XL0010,male,control,25.92,normal,90.3,absent
C7569,male,control,25.92,normal,117.1,absent
C8750,male,control,25.93,normal,165.2,absent
K25719,male,control,25.94,normal,201.1,absent
J2663,male,control,25.95,normal,140.5,absent
C10438,male,control,25.95,normal,214.2,absent
J8785,male,control,25.96,normal,160.4,absent
A36460,male,control,25.96,normal,171.5,absent
K16280,male,control,25.97,normal,224.6,present
R26603,male,control,25.98,normal,142.3,absent
K98170,male,control,25.98,normal,167.0,absent
A12873,male,control,25.99,normal,160.6,absent
K68030,male,control,26.0,normal,184.6,absent
K18204,male,control,26.0,normal,185.6,absent
J5215,male,control,26.01,normal,120.2,absent
K43486,male,control,26.01,normal,166.9,absent
K7803,male,control,26.01,normal,185.6,absent
K95286,male,control,26.02,normal,143.3,absent
K75112,male,control,26.04,normal,130.3,absent
J45308,male,control,26.04,normal,179.6,absent
X7782,male,control,26.05,normal,149.9,absent
C3146,male,control,26.05,normal,180.9,absent
J34553,male,control,26.05,normal,207.0,absent
K81877,male,control,26.05,normal,208.0,absent
X76420,male,control,26.06,normal,121.9,absent
J42440,male,control,26.06,normal,162.3,absent
K5249,male,control,26.06,normal,200.5,absent
X6381,male,control,26.06,normal,191.0,present
X31635,male,control,26.07,normal,105.5,absent
J34549,male,control,26.07,normal,119.7,absent
C8334,male,control,26.08,normal,91.9,absent
J12299,male,control,26.08,normal,131.3,absent
K22144,male,control,26.08,normal,172.2,absent
C10958,male,control,26.08,normal,197.0,absent
J75483,male,control,26.08,normal,197.0,absent
J34437,male,control,26.09,normal,25.7,absent
J40217,male,control,26.09,normal,194.0,absent
J11641,male,control,26.09,normal,201.7,absent
J35394,male,control,26.1,normal,123.6,absent
C6827,male,control,26.1,normal,143.0,absent
J43551,male,control,26.1,normal,193.3,absent
X95129,male,control,26.1,normal,166.5,present
K13811,male,control,26.11,normal,130.6,absent
K24552,male,control,26.11,normal,156.4,absent
X79317,male,control,26.11,normal,195.8,absent
X31638,male,control,26.11,normal,131.1,present
J37934,male,control,26.12,normal,127.6,absent
K3113,male,control,26.12,normal,153.3,absent
K24549,male,control,26.13,normal,155.5,absent
J31010,male,control,26.13,normal,162.4,absent
K56269,male,control,26.14,normal,230.1,absent
20120816M-5,male,control,26.15,normal,151.0,absent
C11402,male,control,26.15,normal,239.6,absent
X2383,male,control,26.16,normal,74.1,absent
K57821,male,control,26.16,normal,219.8,absent
J22924,male,control,26.17,normal,190.9,absent
C7766,male,control,26.17,normal,193.7,absent
J38012,male,control,26.18,normal,190.9,absent
C4328,male,control,26.18,normal,262.4,absent
C10439,male,control,26.2,normal,176.7,absent
X31636,male,control,26.2,normal,184.3,absent
